DATE,PRODUCT_LINE,REVENUE,COGS,FORECASTED_REVENUE
2023-04-19,Electronics,1692.54,854.08,710.44
2023-04-19,Clothing,2776.25,637.94,5370.85
2023-04-19,Home Appliances,292.96,425.12,3273.23
2023-04-19,Toys,3051.15,3198.73,433.34
2023-04-19,Books,4417.92,1897.99,1936.33
2023-04-20,Electronics,1086.08,3191.71,1755.08
2023-04-20,Clothing,2842.29,1660.83,4701.66
2023-04-20,Home Appliances,3889.31,3874.62,2372.6
2023-04-20,Toys,3185.52,1363.94,4550.29
2023-04-20,Books,8524.29,1391.88,6987.75
2023-04-21,Electronics,7064.32,1340.28,3148.2
2023-04-21,Clothing,3506.39,532.31,2464.34
2023-04-21,Home Appliances,177.49,5064.54,6075.35
2023-04-21,Toys,3572.41,589.48,730.05
2023-04-21,Books,150.64,434.79,1816.3
2023-04-22,Electronics,1971.59,693.89,5325.24
2023-04-22,Clothing,1217.23,4222.67,957.25
2023-04-22,Home Appliances,1611.9,3634.49,897.71
2023-04-22,Toys,5504.52,1383.52,4350.92
2023-04-22,Books,8158.85,34.47,5725.24
2023-04-23,Electronics,1420.39,3724.86,7411.85
2023-04-23,Clothing,7177.64,142.41,2027.07
2023-04-23,Home Appliances,614.26,1909.79,4293.64
2023-04-23,Toys,3219.22,1524.5,638.94
2023-04-23,Books,4563.28,2786.43,1288.22
2023-04-24,Electronics,2886.1,4044.21,2333.57
2023-04-24,Clothing,2129.45,1096.55,373.45
2023-04-24,Home Appliances,3169.61,718.78,7272.3
2023-04-24,Toys,1957.53,1292.13,319.24
2023-04-24,Books,2831.68,618.42,3499.26
2023-04-25,Electronics,3883.92,2625.72,1171.94
2023-04-25,Clothing,3683.44,3617.47,4032.97
2023-04-25,Home Appliances,8557.43,2147.12,1584.86
2023-04-25,Toys,701.6,425.23,4206.19
2023-04-25,Books,1311.59,78.68,7044.59
2023-04-26,Electronics,3919.64,1702.12,2653.28
2023-04-26,Clothing,3033.37,1217.41,523.93
2023-04-26,Home Appliances,680.02,436.62,8829.73
2023-04-26,Toys,974.47,899.61,2224.95
2023-04-26,Books,5357.56,1528.2,800.89
2023-04-27,Electronics,9115.06,1366.83,1463.66
2023-04-27,Clothing,5096.3,883.09,3560.04
2023-04-27,Home Appliances,1339.17,4847.31,7633.79
2023-04-27,Toys,242.09,64.55,6609.77
2023-04-27,Books,3018.41,1464.18,421.45
2023-04-28,Electronics,3456.69,3260.96,5614.85
2023-04-28,Clothing,5457.68,366.29,2438.3
2023-04-28,Home Appliances,5928.68,326.26,1440.8
2023-04-28,Toys,103.16,1949.29,1706.54
2023-04-28,Books,866.52,904.12,4326.74
2023-04-29,Electronics,1757.64,5198.15,7309.35
2023-04-29,Clothing,887.67,953.17,4208.71
2023-04-29,Home Appliances,6894.12,2753.75,236.36
2023-04-29,Toys,6190.84,13.17,6484.57
2023-04-29,Books,3087.08,179.9,102.33
2023-04-30,Electronics,10091.01,1567.57,3176.91
2023-04-30,Clothing,385.65,732.11,3802.67
2023-04-30,Home Appliances,5700.01,2456.91,4567.67
2023-04-30,Toys,306.98,761.38,1914.33
2023-04-30,Books,441.67,1696.58,3516.67
2023-05-01,Electronics,5150.88,2097.8,7760.12
2023-05-01,Clothing,501.71,320.86,1586.48
2023-05-01,Home Appliances,3607.09,3179.5,8412.47
2023-05-01,Toys,2356.71,3078.43,63.45
2023-05-01,Books,5636.15,308.94,772.48
2023-05-02,Electronics,5703.99,2354,8440.27
2023-05-02,Clothing,3628.63,1166.39,2067.97
2023-05-02,Home Appliances,4680.67,1751.41,169.61
2023-05-02,Toys,82.74,1567.26,3067.13
2023-05-02,Books,917.21,315.68,1980.73
2023-05-03,Electronics,2951.51,806.77,352.27
2023-05-03,Clothing,2190.82,425.94,1624.07
2023-05-03,Home Appliances,1071.41,1002.58,3619.23
2023-05-03,Toys,1499.13,8975.48,3752.36
2023-05-03,Books,11847.97,116.46,8276.98
2023-05-04,Electronics,2029.64,1434.51,7004.99
2023-05-04,Clothing,2544.69,4098.53,1142.65
2023-05-04,Home Appliances,21.65,268.26,1244.84
2023-05-04,Toys,10863.87,656.12,5569.03
2023-05-04,Books,980.05,3300.63,2116.78
2023-05-05,Electronics,720.72,1993.59,8967.25
2023-05-05,Clothing,930.28,1582.62,842.25
2023-05-05,Home Appliances,6816.41,359.98,1668.55
2023-05-05,Toys,729.89,3025.13,2537.9
2023-05-05,Books,5041.25,291.47,1417.24
2023-05-06,Electronics,4423.26,365.9,2427.9
2023-05-06,Clothing,7014.93,4005.27,2065.84
2023-05-06,Home Appliances,329.1,1164.51,6229.47
2023-05-06,Toys,656.53,947.33,3963.91
2023-05-06,Books,3640.11,825.51,2052.96
2023-05-07,Electronics,1403.33,777.85,1861.25
2023-05-07,Clothing,2169.95,824.18,2999.78
2023-05-07,Home Appliances,1173.39,2359.17,3068.2
2023-05-07,Toys,1219.53,543.87,987.84
2023-05-07,Books,4225.73,778.9,616.47
2023-05-08,Electronics,958.92,1952.89,3475.58
2023-05-08,Clothing,3203.85,3187.62,1743.27
2023-05-08,Home Appliances,4590.49,1237.84,2310.28
2023-05-08,Toys,205.15,144.88,7.91
2023-05-08,Books,4057.34,1017.47,5435.8
2023-05-09,Electronics,380.2,1434.46,338.49
2023-05-09,Clothing,2616.92,547.15,7531.48
2023-05-09,Home Appliances,6720.11,2555.01,1320.43
2023-05-09,Toys,6561.93,2211.53,1019.68
2023-05-09,Books,322.58,1243.04,5197.38
2023-05-10,Electronics,1786.27,145.65,6894.43
2023-05-10,Clothing,3495.92,1111.13,921.39
2023-05-10,Home Appliances,528.03,2098.22,3419.69
2023-05-10,Toys,2788.44,267.55,107.27
2023-05-10,Books,4302.12,2962.21,1194.18
2023-05-11,Electronics,11584.43,3322.31,8918.82
2023-05-11,Clothing,801.51,804.22,3665.99
2023-05-11,Home Appliances,64.27,2160.11,1080.05
2023-05-11,Toys,1503.03,828.57,120.94
2023-05-11,Books,2226.91,235.93,3808.88
2023-05-12,Electronics,4195.32,2763.39,2836.91
2023-05-12,Clothing,2124.63,1742.57,9741.3
2023-05-12,Home Appliances,5324.78,1513.44,1299.47
2023-05-12,Toys,1908.08,243.81,730.17
2023-05-12,Books,734.88,753.31,889.45
2023-05-13,Electronics,567.64,4047.24,392.16
2023-05-13,Clothing,3265.25,344.83,2432.03
2023-05-13,Home Appliances,4818.24,94.94,4011.83
2023-05-13,Toys,352.08,410.3,3973.29
2023-05-13,Books,2351.53,556.86,52.26
2023-05-14,Electronics,1072.23,2592.69,2105.7
2023-05-14,Clothing,7325.5,1769.07,2297.1
2023-05-14,Home Appliances,607.71,29.63,1461.7
2023-05-14,Toys,3681.98,29.54,6076.17
2023-05-14,Books,295.4,1417.22,625.74
2023-05-15,Electronics,6997.1,2854.26,6372.22
2023-05-15,Clothing,2314.89,381.29,638.66
2023-05-15,Home Appliances,3539.26,2682.43,1013.4
2023-05-15,Toys,1605.06,782.14,764.96
2023-05-15,Books,1243.34,1168.12,7225.07
2023-05-16,Electronics,3887.74,472.5,7077.45
2023-05-16,Clothing,3007.49,111.03,2686.01
2023-05-16,Home Appliances,2533.26,2965.75,2130.32
2023-05-16,Toys,5695.7,3272.51,58.26
2023-05-16,Books,784.54,529.25,5430.46
2023-05-17,Electronics,960.32,313.55,8199.43
2023-05-17,Clothing,2891.86,3354.04,3688.84
2023-05-17,Home Appliances,1978.33,1794.88,649.39
2023-05-17,Toys,393.94,1356.83,751.77
2023-05-17,Books,9518.8,652.56,1344.87
2023-05-18,Electronics,3182.32,941.25,1607.64
2023-05-18,Clothing,1691.92,2690.79,811.51
2023-05-18,Home Appliances,8359.08,1305.47,4813.69
2023-05-18,Toys,162.43,1923.98,4733.27
2023-05-18,Books,3136.26,1487.08,3762.17
2023-05-19,Electronics,1875.24,4967.98,22.32
2023-05-19,Clothing,2783.71,394.23,11196.85
2023-05-19,Home Appliances,1498.59,1891.58,1849.27
2023-05-19,Toys,9420.49,729.29,131.31
2023-05-19,Books,943,1105.45,4555.59
2023-05-20,Electronics,4658.66,299.61,3566.7
2023-05-20,Clothing,2754.14,935.33,2963.4
2023-05-20,Home Appliances,154.65,25.63,1321.77
2023-05-20,Toys,4234.73,4441.78,5263.83
2023-05-20,Books,2512,978.1,1175.27
2023-05-21,Electronics,6667.05,176.2,2543.01
2023-05-21,Clothing,3912.36,3738.42,8384.9
2023-05-21,Home Appliances,2332.73,1021.78,4283.29
2023-05-21,Toys,5130.47,368.36,327.29
2023-05-21,Books,922.86,5786.85,4940.27
2023-05-22,Electronics,2227.89,625.83,4548.93
2023-05-22,Clothing,978.09,314.02,3422.4
2023-05-22,Home Appliances,9703.42,166.26,1270.22
2023-05-22,Toys,721.58,3700.47,3419.7
2023-05-22,Books,44.64,3022.22,154.22
2023-05-23,Electronics,1410.41,19.36,877.89
2023-05-23,Clothing,2497.33,588.44,6034.71
2023-05-23,Home Appliances,102.92,2866.75,126.5
2023-05-23,Toys,2930.47,387.91,1519.11
2023-05-23,Books,7417.52,2020.83,5894.25
2023-05-24,Electronics,2255.22,467.21,3604.02
2023-05-24,Clothing,1803.32,1162.44,539.8
2023-05-24,Home Appliances,5773.08,3938.01,3751.87
2023-05-24,Toys,5873.03,702.38,8043.96
2023-05-24,Books,3214.58,2257.4,2322.21
2023-05-25,Electronics,2391.42,774.6,7068.21
2023-05-25,Clothing,1709.48,135.78,8430.04
2023-05-25,Home Appliances,34.26,600.72,547.66
2023-05-25,Toys,2381.8,2472.02,292.37
2023-05-25,Books,11544.98,4853.27,1060.94
2023-05-26,Electronics,5605.26,2647.48,2116.35
2023-05-26,Clothing,1369.6,251.3,571
2023-05-26,Home Appliances,542.44,601.8,924.34
2023-05-26,Toys,5041.03,2525.56,9051.23
2023-05-26,Books,4480.56,1145.96,4194.93
2023-05-27,Electronics,5311.14,1865.84,2843.09
2023-05-27,Clothing,3234.28,1874.76,3840.6
2023-05-27,Home Appliances,1262.43,91.91,8.52
2023-05-27,Toys,166.2,522.47,490.71
2023-05-27,Books,1028.22,812.73,3672.09
2023-05-28,Electronics,1365.12,4805.08,4354.65
2023-05-28,Clothing,2604.78,3780.22,6651.34
2023-05-28,Home Appliances,1302.28,909.84,3055.87
2023-05-28,Toys,7177.5,166.35,2826.7
2023-05-28,Books,6745.15,857.65,1758.63
2023-05-29,Electronics,1456.09,1463.46,6656.21
2023-05-29,Clothing,3516.19,4475.34,7499.52
2023-05-29,Home Appliances,2160.77,666.07,2357.9
2023-05-29,Toys,9212.31,704.26,1848.5
2023-05-29,Books,797.05,1880.97,203
2023-05-30,Electronics,3785.69,2261.44,5269.81
2023-05-30,Clothing,11135.14,700.67,3751.13
2023-05-30,Home Appliances,609.75,502.49,1940.69
2023-05-30,Toys,713.85,2161.09,2357.31
2023-05-30,Books,3744.04,4857.8,7595.97
2023-05-31,Electronics,4326.93,1513.44,5035.91
2023-05-31,Clothing,1932.2,3732.95,472.98
2023-05-31,Home Appliances,2695.38,483.91,4531.31
2023-05-31,Toys,685.08,499.09,1708.51
2023-05-31,Books,1854.89,1.83,268.88
2023-06-01,Electronics,542.79,1960.13,1383.15
2023-06-01,Clothing,1770.67,1151.02,4304.09
2023-06-01,Home Appliances,1530.52,1625.82,8297.74
2023-06-01,Toys,2685.6,703.79,425.01
2023-06-01,Books,12151.68,2797.39,3486.33
2023-06-02,Electronics,490.38,199.93,4113.87
2023-06-02,Clothing,1258.16,828.81,1172.93
2023-06-02,Home Appliances,2344.15,3191.34,5128.6
2023-06-02,Toys,7181.9,601.87,395.8
2023-06-02,Books,350.34,622.47,994.4
2023-06-03,Electronics,9895.36,1121.33,2.61
2023-06-03,Clothing,334.63,326.33,3708.1
2023-06-03,Home Appliances,2594.46,1319.95,1622.85
2023-06-03,Toys,2399.94,3552.35,431.42
2023-06-03,Books,931.21,2327.3,11292.68
2023-06-04,Electronics,698.24,204.21,787.33
2023-06-04,Clothing,990.31,67.17,2978.17
2023-06-04,Home Appliances,3278,2144.81,1125.92
2023-06-04,Toys,5074.76,3719.8,3235.2
2023-06-04,Books,1196.89,335.49,3775.96
2023-06-05,Electronics,9075.09,1386.9,3250.97
2023-06-05,Clothing,4165.99,352.75,881.39
2023-06-05,Home Appliances,1909.2,2781.91,121.7
2023-06-05,Toys,960.04,1230.68,4894.33
2023-06-05,Books,2369.76,3649.24,8757.07
2023-06-06,Electronics,6323.52,1719.82,7580.16
2023-06-06,Clothing,388.55,87.33,300.7
2023-06-06,Home Appliances,1347.3,814.69,5362.89
2023-06-06,Toys,7835.29,3302.23,2321.06
2023-06-06,Books,2178.53,2327.06,3487.49
2023-06-07,Electronics,5504.71,1265.6,3340.03
2023-06-07,Clothing,1200.13,1411.19,2703.7
2023-06-07,Home Appliances,335.7,1174.38,3969.03
2023-06-07,Toys,264.4,1295.51,3382.17
2023-06-07,Books,8386.07,1224.61,3036.36
2023-06-08,Electronics,483.81,1530.51,237.96
2023-06-08,Clothing,585.12,2846.4,3091.26
2023-06-08,Home Appliances,7648.43,925.99,2162.28
2023-06-08,Toys,1130.37,1294.56,5148.78
2023-06-08,Books,4224.1,1030.42,2422.62
2023-06-09,Electronics,2539.79,642.39,2008.29
2023-06-09,Clothing,1398.66,1063.08,5726.87
2023-06-09,Home Appliances,4727,154.86,2441.8
2023-06-09,Toys,1847.15,1077.81,853.54
2023-06-09,Books,179.07,1355.39,443.68
2023-06-10,Electronics,2775.53,596.73,2336.46
2023-06-10,Clothing,4300.65,1515.86,3357.98
2023-06-10,Home Appliances,5498.52,1747.32,4380.47
2023-06-10,Toys,90.58,1570.88,846.45
2023-06-10,Books,4309.01,2624.12,5853.72
2023-06-11,Electronics,4837.87,394.05,1834.18
2023-06-11,Clothing,3804.43,3310.55,2730.13
2023-06-11,Home Appliances,1988.9,1056.29,3510.17
2023-06-11,Toys,1696.37,328.62,5693.28
2023-06-11,Books,2207.86,2266.98,728.16
2023-06-12,Electronics,2580.65,921.19,1480.04
2023-06-12,Clothing,5423.02,278.23,6837.46
2023-06-12,Home Appliances,2030.98,829.36,5341.77
2023-06-12,Toys,4629.39,2534.02,1512.82
2023-06-12,Books,2556.52,5501.28,1870.64
2023-06-13,Electronics,703.16,1925.62,8698.8
2023-06-13,Clothing,6902.11,9.8,435.38
2023-06-13,Home Appliances,3353.22,2959.2,3153.4
2023-06-13,Toys,3334.98,767.76,1590.94
2023-06-13,Books,4370.35,2137.21,5038.56
2023-06-14,Electronics,2624.51,128.61,3715.8
2023-06-14,Clothing,6001.08,1937.9,349.7
2023-06-14,Home Appliances,7990.97,76.68,10861
2023-06-14,Toys,2173.5,6561.41,1581.55
2023-06-14,Books,965.16,801.38,3725.91
2023-06-15,Electronics,299.06,1634.58,1426.47
2023-06-15,Clothing,4230.94,472.43,2198.6
2023-06-15,Home Appliances,1016.26,211.77,10993.15
2023-06-15,Toys,45.85,3878.42,3847.74
2023-06-15,Books,12965.92,1316.25,85.32
2023-06-16,Electronics,1053.16,1363.25,450.74
2023-06-16,Clothing,132.62,225.55,512.5
2023-06-16,Home Appliances,2530.6,1090.95,5450.92
2023-06-16,Toys,5586.9,1750.61,2506.6
2023-06-16,Books,813.86,309.75,1938.55
2023-06-17,Electronics,198.36,1435.86,245.95
2023-06-17,Clothing,571.3,249.9,5548.71
2023-06-17,Home Appliances,2196.18,240.32,683.05
2023-06-17,Toys,9901.98,3341.53,548.79
2023-06-17,Books,731.96,1864.74,6920.71
2023-06-18,Electronics,8686.32,247.66,19.61
2023-06-18,Clothing,75.45,1731.93,253.85
2023-06-18,Home Appliances,3056.89,400,9779.2
2023-06-18,Toys,5169.85,3697.05,1125.19
2023-06-18,Books,311.4,1808.89,5781
2023-06-19,Electronics,1783.79,2692.91,2939.91
2023-06-19,Clothing,5403.65,975.69,326.93
2023-06-19,Home Appliances,326.62,398.67,4351.12
2023-06-19,Toys,2445.77,251.84,638.29
2023-06-19,Books,1756.47,858.91,3264.83
2023-06-20,Electronics,810.75,1793.72,1597.91
2023-06-20,Clothing,24.64,2181.56,2622.88
2023-06-20,Home Appliances,36.94,300.96,9741.2
2023-06-20,Toys,3007.88,1236.82,999.91
2023-06-20,Books,11330.16,923.06,1194.06
2023-06-21,Electronics,2742.03,539.79,641.57
2023-06-21,Clothing,3323.38,1861.38,856.66
2023-06-21,Home Appliances,1806.39,746.4,1593.46
2023-06-21,Toys,2313.21,1770.57,2986.16
2023-06-21,Books,358.37,516.21,4145.42
2023-06-22,Electronics,2403.61,3114.29,158.46
2023-06-22,Clothing,1641.83,558.25,2635.13
2023-06-22,Home Appliances,7253.32,1275.02,2252.15
2023-06-22,Toys,405.66,175.92,2305.25
2023-06-22,Books,295.55,1345.15,3956.47
2023-06-23,Electronics,228.19,336.72,2732.5
2023-06-23,Clothing,5682.9,3325.39,1356.61
2023-06-23,Home Appliances,2590.79,531.44,185.19
2023-06-23,Toys,310.44,991.53,3042.38
2023-06-23,Books,1372.9,257.81,1970.98
2023-06-24,Electronics,2105.95,3292.79,1143.49
2023-06-24,Clothing,647.79,2717.47,418.63
2023-06-24,Home Appliances,697.3,469.55,5264.62
2023-06-24,Toys,13051.34,4030.65,12021.36
2023-06-24,Books,1434.6,68.27,437.83
2023-06-25,Electronics,9443.96,1518.91,3229.08
2023-06-25,Clothing,261.66,665.84,30.29
2023-06-25,Home Appliances,2055.65,1962.57,110.74
2023-06-25,Toys,462.01,681.23,4713.03
2023-06-25,Books,15.97,73.77,5180.65
2023-06-26,Electronics,3015.71,238.94,1111.08
2023-06-26,Clothing,451.91,4818.55,1535.97
2023-06-26,Home Appliances,4784.63,378.31,3908.23
2023-06-26,Toys,4476.27,162.51,5040.8
2023-06-26,Books,725,1524.51,835.29
2023-06-27,Electronics,7802.44,77.49,5984.75
2023-06-27,Clothing,3503.98,115.45,874.97
2023-06-27,Home Appliances,970.97,593.28,2313.88
2023-06-27,Toys,3390.18,81.58,4951.63
2023-06-27,Books,3613.24,9159.74,4517.29
2023-06-28,Electronics,1552.05,2150.93,4554.44
2023-06-28,Clothing,1744.91,1342.2,7234.24
2023-06-28,Home Appliances,1648.38,2994.53,338.48
2023-06-28,Toys,3552.2,1988.56,2219.68
2023-06-28,Books,8546.6,348.35,1590.7
2023-06-29,Electronics,501.35,402.06,153.01
2023-06-29,Clothing,5485.84,3279.22,417.46
2023-06-29,Home Appliances,73.92,666.21,3526
2023-06-29,Toys,2846.48,962.31,4063.47
2023-06-29,Books,1410.8,804.4,1365.79
2023-06-30,Electronics,3490.91,71.67,1103.47
2023-06-30,Clothing,2845.85,1635.34,1036.25
2023-06-30,Home Appliances,1457.48,1041.68,5322.75
2023-06-30,Toys,2300.38,1512.1,4709.51
2023-06-30,Books,1552.32,437.29,406.41
2023-07-01,Electronics,6332.29,872.61,1036.2
2023-07-01,Clothing,2452.93,357.45,580.52
2023-07-01,Home Appliances,2810.16,908.96,4595.33
2023-07-01,Toys,1094.28,1770.3,5611.24
2023-07-01,Books,3525.12,4835.26,2954.47
2023-07-02,Electronics,2683.04,3086,5115.53
2023-07-02,Clothing,6402.5,2110.49,3671.84
2023-07-02,Home Appliances,1382.6,1525.91,2760.3
2023-07-02,Toys,1291.73,316.09,1338.18
2023-07-02,Books,4012.42,1837.14,4402.11
2023-07-03,Electronics,6406.9,185.95,4225.06
2023-07-03,Clothing,3593.08,962.92,3181.09
2023-07-03,Home Appliances,1624.29,1445.67,440.78
2023-07-03,Toys,460.47,3230.61,2905.29
2023-07-03,Books,294.19,388.59,627.61
2023-07-04,Electronics,1173.99,755.89,335.75
2023-07-04,Clothing,2295.94,302.03,3473.87
2023-07-04,Home Appliances,4800.37,3143.91,4223.66
2023-07-04,Toys,2386.68,2597.51,11041.23
2023-07-04,Books,8685.16,2229.44,1673.69
2023-07-05,Electronics,168.94,190.53,1939.51
2023-07-05,Clothing,938.83,2627.44,453.79
2023-07-05,Home Appliances,1947.18,865.2,3576.76
2023-07-05,Toys,4059.37,411.69,5780.04
2023-07-05,Books,9025.34,4913.78,4604.24
2023-07-06,Electronics,2201.89,589.64,593.64
2023-07-06,Clothing,1593.4,1723.25,1551.89
2023-07-06,Home Appliances,326.32,1852.18,8352.27
2023-07-06,Toys,8795.8,594.99,2054.34
2023-07-06,Books,2438.92,1681.13,2398.53
2023-07-07,Electronics,2034.32,82.72,4593.76
2023-07-07,Clothing,9859.24,0.11,3494.25
2023-07-07,Home Appliances,3.83,3236.12,449.98
2023-07-07,Toys,377.26,818.81,1872.83
2023-07-07,Books,3624.45,3627.47,4986.96
2023-07-08,Electronics,3436.83,2907.72,3331.74
2023-07-08,Clothing,3081.66,2391.61,2467.57
2023-07-08,Home Appliances,1618.21,1487.59,1716.46
2023-07-08,Toys,8104.34,361.32,6173.49
2023-07-08,Books,1060.18,1571.41,4502.5
2023-07-09,Electronics,3938.16,1396.49,7806.03
2023-07-09,Clothing,279.88,2142.76,75.5
2023-07-09,Home Appliances,2254.7,1159.14,3658.33
2023-07-09,Toys,5480.53,2114.58,170.02
2023-07-09,Books,1166.18,255.68,923.03
2023-07-10,Electronics,6787.46,1044.04,6379.38
2023-07-10,Clothing,2736.51,2555.35,3825.45
2023-07-10,Home Appliances,799.32,293.27,2779.01
2023-07-10,Toys,3454.24,308.17,1307.36
2023-07-10,Books,204.68,1646.21,130.94
2023-07-11,Electronics,5462.75,2330.3,1702.1
2023-07-11,Clothing,75.03,397.42,3701.8
2023-07-11,Home Appliances,4022.8,561.56,3102.89
2023-07-11,Toys,432.72,1392.72,3459.77
2023-07-11,Books,2105.14,708.48,173.8
2023-07-12,Electronics,0.33,797.51,2555.49
2023-07-12,Clothing,1360.2,559.3,1528.3
2023-07-12,Home Appliances,6411.24,1211.23,43.16
2023-07-12,Toys,3523.95,1524.62,7137.86
2023-07-12,Books,566.21,1625.51,561.45
2023-07-13,Electronics,2047.28,3355.59,1312.88
2023-07-13,Clothing,1927.04,3365.29,9939.32
2023-07-13,Home Appliances,3436.4,2119.4,3028.88
2023-07-13,Toys,4512.07,99.38,6680.38
2023-07-13,Books,7520.93,1261.66,42.28
2023-07-14,Electronics,2831.73,144.68,2168.27
2023-07-14,Clothing,2049.26,1265.86,96.57
2023-07-14,Home Appliances,640.2,4162.65,903.07
2023-07-14,Toys,6728.43,1996.65,831.62
2023-07-14,Books,5145.89,2474.19,13586.09
2023-07-15,Electronics,3061.37,566.78,985.52
2023-07-15,Clothing,4257.69,826.62,5002.16
2023-07-15,Home Appliances,6375.51,484.65,1494.24
2023-07-15,Toys,1049.35,5033.29,5422.29
2023-07-15,Books,160.67,895.17,2974.73
2023-07-16,Electronics,967.44,2231.94,182.26
2023-07-16,Clothing,2292.75,410.95,3030.11
2023-07-16,Home Appliances,1688.48,357.58,815.49
2023-07-16,Toys,2987.03,1153.61,2427.49
2023-07-16,Books,4338.45,1083.2,6372.54
2023-07-17,Electronics,1709.52,915.65,3130.23
2023-07-17,Clothing,367.71,2109.36,2689.57
2023-07-17,Home Appliances,4849.12,872.06,570.53
2023-07-17,Toys,2182.24,3362.1,1006.24
2023-07-17,Books,3434.97,218.25,3989.37
2023-07-18,Electronics,1927.34,762.78,124.33
2023-07-18,Clothing,5449.76,2148.57,1377.95
2023-07-18,Home Appliances,553.08,1793.97,202.39
2023-07-18,Toys,1930.79,247.22,8488.36
2023-07-18,Books,719.32,1124.33,965.18
2023-07-19,Electronics,1605.7,819.26,4518.21
2023-07-19,Clothing,836.46,2213.1,303.93
2023-07-19,Home Appliances,1345.32,308.08,8486.69
2023-07-19,Toys,9452.26,2459.06,111.91
2023-07-19,Books,1104.43,1380.39,111.17
2023-07-20,Electronics,951.19,1181.23,5532.78
2023-07-20,Clothing,2947.73,5057.11,4785.08
2023-07-20,Home Appliances,1005.44,764.91,909.71
2023-07-20,Toys,2160.39,606.93,905.08
2023-07-20,Books,6053.21,56.87,2043.01
2023-07-21,Electronics,713.32,4709.62,5675.77
2023-07-21,Clothing,1515.35,1616.4,1940.78
2023-07-21,Home Appliances,2568.2,1733.59,3527.35
2023-07-21,Toys,2148.67,290.62,3983.8
2023-07-21,Books,10017.89,271.88,285.02
2023-07-22,Electronics,2286.87,679.85,1569.43
2023-07-22,Clothing,2700.44,1215.55,7874.28
2023-07-22,Home Appliances,6836.81,2020.29,182.48
2023-07-22,Toys,1073.03,1157.87,1063.95
2023-07-22,Books,880.37,2981.62,2627.41
2023-07-23,Electronics,248.69,2060.59,6595.07
2023-07-23,Clothing,1128.8,123.89,184.27
2023-07-23,Home Appliances,1501.14,2415.23,748.93
2023-07-23,Toys,1124.05,386.31,2020.55
2023-07-23,Books,7793.36,1690.29,1302.9
2023-07-24,Electronics,1853.66,3431.65,3825.45
2023-07-24,Clothing,2659.97,1587.32,195.43
2023-07-24,Home Appliances,4147.14,219.9,1418.39
2023-07-24,Toys,633.58,384.36,1704.12
2023-07-24,Books,952.44,459.85,3053.37
2023-07-25,Electronics,2785.9,3418.9,4598.01
2023-07-25,Clothing,1127.78,80.61,1581.85
2023-07-25,Home Appliances,67.17,93.3,2281.74
2023-07-25,Toys,1290.61,295.06,19.4
2023-07-25,Books,5401.04,2344.4,2874.58
2023-07-26,Electronics,1265.82,785.96,49.97
2023-07-26,Clothing,971.88,2774.62,3343.36
2023-07-26,Home Appliances,10971.13,490.56,2263.1
2023-07-26,Toys,2488.41,986.36,9888.2
2023-07-26,Books,1096.69,1801.1,571.45
2023-07-27,Electronics,275.19,2198.94,1180.36
2023-07-27,Clothing,3965.15,1063.24,4746.79
2023-07-27,Home Appliances,3148.83,461.93,1759.62
2023-07-27,Toys,6521.3,2170.87,4108.95
2023-07-27,Books,626.5,427.94,1726.38
2023-07-28,Electronics,846.45,3990.66,3007.47
2023-07-28,Clothing,8927.61,1105.66,5593.48
2023-07-28,Home Appliances,1576.65,273.85,147.82
2023-07-28,Toys,1343.08,1816.33,5578.37
2023-07-28,Books,2672,155.69,517.04
2023-07-29,Electronics,7495.08,2270.02,3699.21
2023-07-29,Clothing,3424.59,939.42,2192.45
2023-07-29,Home Appliances,207.26,218.76,1063.87
2023-07-29,Toys,2752.95,58.29,8362.5
2023-07-29,Books,5086.83,7712,4839.34
2023-07-30,Electronics,3356.55,604.93,3918.32
2023-07-30,Clothing,3689.59,5737.42,2639.42
2023-07-30,Home Appliances,1105.57,1314.37,5182.18
2023-07-30,Toys,8172.91,1318.84,4703.59
2023-07-30,Books,3578.77,180.11,2028.36
2023-07-31,Electronics,1910.96,2940.29,3464.68
2023-07-31,Clothing,6134.41,1289.56,2733.01
2023-07-31,Home Appliances,855.12,714.4,2598.34
2023-07-31,Toys,3257.3,125.16,760.52
2023-07-31,Books,11.18,188.72,1948.88
2023-08-01,Electronics,295.78,2781.76,1094.22
2023-08-01,Clothing,7767.44,2211.06,4825
2023-08-01,Home Appliances,3248.47,4014.69,5801.58
2023-08-01,Toys,2484.34,390.36,1892.49
2023-08-01,Books,2834.75,202.43,1583.43
2023-08-02,Electronics,826.36,3296.43,3175.49
2023-08-02,Clothing,2814.31,133.2,1135.19
2023-08-02,Home Appliances,1815.42,282.83,402.18
2023-08-02,Toys,3354.61,2174.96,2042.16
2023-08-02,Books,3822.52,293.75,6397.96
2023-08-03,Electronics,2851.87,1786.25,2567.72
2023-08-03,Clothing,825.07,1015.27,4122.19
2023-08-03,Home Appliances,842.61,762.98,1346.76
2023-08-03,Toys,4016.89,1902.77,297.61
2023-08-03,Books,1670.07,468.58,1658.37
2023-08-04,Electronics,258.97,559.5,241.19
2023-08-04,Clothing,2411.96,742.19,3373.95
2023-08-04,Home Appliances,1358.55,2304.4,1346.34
2023-08-04,Toys,13511.86,3511.49,11130.85
2023-08-04,Books,42.45,479.43,826.23
2023-08-05,Electronics,1529.86,1340.15,1985.77
