DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2023-04-24,Europe,1188.62,2341.19,5400.09
2023-04-24,Asia,3367.78,1328.24,2952.85
2023-04-24,South America,1617.72,1597.49,107.66
2023-04-24,Africa,115.38,1894.76,4982.13
2023-04-25,North America,66.01,142.69,1700.53
2023-04-25,Europe,2737.05,891.26,1282.88
2023-04-25,Asia,5333.36,3087.47,2462.4
2023-04-25,South America,9837.58,1479.23,3788.34
2023-04-25,Africa,163.98,3293.57,8806.4
2023-04-26,North America,4549.67,1055.9,113.26
2023-04-26,Europe,3455.87,2680.89,1561.06
2023-04-26,Asia,3308.24,1109.4,177.37
2023-04-26,South America,1645.92,775.95,7957.79
2023-04-26,Africa,1005.36,161.82,5223.3
2023-04-27,North America,3563.92,2121.92,1182.46
2023-04-27,Europe,504.96,4779.14,5498.32
2023-04-27,Asia,756.09,1544.2,3760.85
2023-04-27,South America,414.61,82,4044.81
2023-04-27,Africa,13571.45,98.7,5202.27
2023-04-28,North America,1563.43,674.79,767.71
2023-04-28,Europe,8838.23,1769.95,4012.86
2023-04-28,Asia,4542.12,2606.92,3188.93
2023-04-28,South America,248.06,296.45,1820.63
2023-04-28,Africa,620.89,1458.81,5737.1
2023-04-29,North America,9884.67,406.46,3740.32
2023-04-29,Europe,5088.25,278.01,4169.93
2023-04-29,Asia,2944.3,1488.75,1541.57
2023-04-29,South America,876.36,4614.63,8819.52
2023-04-29,Africa,23.77,2310.29,69.98
2023-04-30,North America,6363.09,1595.58,4899.87
2023-04-30,Europe,1608.32,696.51,5496.96
2023-04-30,Asia,1034.62,432.89,2219.01
2023-04-30,South America,812.4,3750.5,1315.07
2023-04-30,Africa,7106.89,739.07,3047.34
2023-05-01,North America,2102,1301.16,386.96
2023-05-01,Europe,2223.5,135.41,4416.55
2023-05-01,Asia,5630.17,129.44,3009.16
2023-05-01,South America,4822.66,2563.39,147.54
2023-05-01,Africa,2474.21,4856.13,10634.79
2023-05-02,North America,7637.02,1446.1,2182.27
2023-05-02,Europe,611.96,3289.28,5413.34
2023-05-02,Asia,46.59,2123.8,1520.52
2023-05-02,South America,5995.2,197.04,4208.75
2023-05-02,Africa,722.47,98.52,2400.83
2023-05-03,North America,8549.74,6440.13,1300.61
2023-05-03,Europe,599.78,398.47,4943.53
2023-05-03,Asia,771.72,2242.46,456.86
2023-05-03,South America,5679.38,607.83,2487.32
2023-05-03,Africa,3960.22,1638.34,8436.59
2023-05-04,North America,782.4,611.88,2211.79
2023-05-04,Europe,6542.1,1161.03,8720.64
2023-05-04,Asia,1310.9,1572.33,1430.31
2023-05-04,South America,567.87,6198.75,2208.86
2023-05-04,Africa,7236.63,214.06,2506.69
2023-05-05,North America,164.99,1944.24,8772.23
2023-05-05,Europe,1296.22,1597.8,3338.82
2023-05-05,Asia,1935.3,116.47,2452.48
2023-05-05,South America,5681.71,915.65,184.51
2023-05-05,Africa,5160.33,2678.63,685.15
2023-05-06,North America,1505.41,2287.74,274.6
2023-05-06,Europe,1124.64,411.21,1492.74
2023-05-06,Asia,1691.88,1319.86,9782.65
2023-05-06,South America,4169.26,3073.86,3790.49
2023-05-06,Africa,7572.74,215.85,1399.6
2023-05-07,North America,50.14,88.8,2237.98
2023-05-07,Europe,5203.52,3328.27,130.7
2023-05-07,Asia,2422.38,39.65,5587.77
2023-05-07,South America,116.19,254.88,1490.21
2023-05-07,Africa,2399.7,1572.37,86.88
2023-05-08,North America,2150.61,705.13,5058.63
2023-05-08,Europe,4674.31,422.46,1136.02
2023-05-08,Asia,1211.52,3332.3,2200.33
2023-05-08,South America,1385.16,2831.22,1522.2
2023-05-08,Africa,3594.15,249.59,3055.66
2023-05-09,North America,4519.35,1130.62,9546.29
2023-05-09,Europe,5107.73,3633.89,2823.34
2023-05-09,Asia,1915,895.35,361.86
2023-05-09,South America,2741.45,407.71,2582.2
2023-05-09,Africa,2318.21,1923.62,93.77
2023-05-10,North America,133.26,337.87,1575.88
2023-05-10,Europe,2493.94,3115.57,286.45
2023-05-10,Asia,5272.38,708.79,1253.86
2023-05-10,South America,4193.96,873.77,8533.62
2023-05-10,Africa,807.24,1548.76,887.15
2023-05-11,North America,3832.75,438,5496.23
2023-05-11,Europe,2927.59,2799.91,1818.73
2023-05-11,Asia,7363.97,313.32,1660.03
2023-05-11,South America,1893.94,3316.85,6702.5
2023-05-11,Africa,161.9,483.06,1917.19
2023-05-12,North America,7370.85,1584.61,8343.32
2023-05-12,Europe,3746.57,1736.4,457.83
2023-05-12,Asia,677.78,1014.55,4369.69
2023-05-12,South America,777.67,1746.81,652.97
2023-05-12,Africa,1714.82,934.15,1673.49
2023-05-13,North America,1470.23,1210.09,918.41
2023-05-13,Europe,911.05,198.95,345.44
2023-05-13,Asia,1647.45,2901.96,3356.27
2023-05-13,South America,5066.94,219.46,1421.68
2023-05-13,Africa,2259.07,923.71,4819.77
2023-05-14,North America,1141.19,627.66,1604.56
2023-05-14,Europe,4871.87,557.55,228.54
2023-05-14,Asia,2943.53,304.46,7302.22
2023-05-14,South America,2228.32,1299.83,2341.1
2023-05-14,Africa,1797.91,3048.65,1089.99
2023-05-15,North America,593.9,1187.98,6025.71
2023-05-15,Europe,5805.98,771.45,1366.84
2023-05-15,Asia,3281.13,4528.49,1687.29
2023-05-15,South America,5162.95,248.48,6678.16
2023-05-15,Africa,855.69,1131.84,256.31
2023-05-16,North America,3480.47,1455.07,1198.62
2023-05-16,Europe,1618.49,2317.16,7377.85
2023-05-16,Asia,4010.29,2668.5,4901.02
2023-05-16,South America,522.75,120.62,3196.41
2023-05-16,Africa,6276.73,789.69,708.6
2023-05-17,North America,2148.62,589.51,3726.92
2023-05-17,Europe,195.9,483.7,2475.06
2023-05-17,Asia,937.08,4978.12,4725.29
2023-05-17,South America,10096.47,1142.42,1518.34
2023-05-17,Africa,2365.18,278.11,2188.69
2023-05-18,North America,1800.03,385.18,1865.82
2023-05-18,Europe,8179.37,750.08,1136.69
2023-05-18,Asia,1482.56,1640.67,3594.41
2023-05-18,South America,4547.08,1531.08,8953.8
2023-05-18,Africa,522.97,4041.56,177.56
2023-05-19,North America,2793.2,750.81,1458.23
2023-05-19,Europe,1581.09,1003.06,3061.52
2023-05-19,Asia,1292.47,659.66,2206.63
2023-05-19,South America,616.04,245.75,10899.58
2023-05-19,Africa,10238.23,6429.25,129.38
2023-05-20,North America,508.8,217.09,1084.85
2023-05-20,Europe,877.29,1376.22,2368.51
2023-05-20,Asia,1827.2,1814.51,38.41
2023-05-20,South America,541.95,2589.92,4506.29
2023-05-20,Africa,10558.94,682.71,6292.91
2023-05-21,North America,8228.67,4099.76,2506.44
2023-05-21,Europe,1966.94,2770.3,2495.36
2023-05-21,Asia,2313.07,576.07,9691.46
2023-05-21,South America,218.67,725.32,4372.56
2023-05-21,Africa,6238.12,2920.16,1412.94
2023-05-22,North America,4747.58,7.41,1622.91
2023-05-22,Europe,1564.54,53,944.62
2023-05-22,Asia,2029.92,114.72,1295.31
2023-05-22,South America,3371.82,3038.84,4673.72
2023-05-22,Africa,1961.76,4614.83,4278.91
2023-05-23,North America,629.14,3607.67,1294.09
2023-05-23,Europe,696.18,12.54,3310.39
2023-05-23,Asia,1436.15,1632.78,8407.24
2023-05-23,South America,10269.84,518.91,1333.18
2023-05-23,Africa,1327.34,111.39,107.56
2023-05-24,North America,326.17,612.09,1690.68
2023-05-24,Europe,15860.96,385.91,14785.94
2023-05-24,Asia,2074.96,4465.14,108.46
2023-05-24,South America,230.88,2048.15,678.19
2023-05-24,Africa,426.26,1016.15,998.59
2023-05-25,North America,592.59,501.84,3197.89
2023-05-25,Europe,3174.66,5838.16,10044.51
2023-05-25,Asia,1448.63,72.81,2316.36
2023-05-25,South America,7869.28,2182.5,241.85
2023-05-25,Africa,4976.78,241.08,1598.61
2023-05-26,North America,1029.8,451.8,7236.29
2023-05-26,Europe,11384.07,1792.76,934.45
2023-05-26,Asia,2922.83,663.81,1660.88
2023-05-26,South America,46.83,2899.49,5215.09
2023-05-26,Africa,1655.36,1364.24,1811.14
2023-05-27,North America,3680.9,1064.15,2383.18
2023-05-27,Europe,535.63,743.77,2895.12
2023-05-27,Asia,3992.15,2643.83,3244.08
2023-05-27,South America,1458.37,306.25,1463.26
2023-05-27,Africa,1335.22,409.71,869.37
2023-05-28,North America,1413.83,5148.9,3738.58
2023-05-28,Europe,9762.54,2559.12,799.78
2023-05-28,Asia,1748.38,1275.06,888.01
2023-05-28,South America,3123.54,31.27,6625.62
2023-05-28,Africa,3146.54,1504.79,6595.2
2023-05-29,North America,3690.77,4115.62,3766.32
2023-05-29,Europe,1307.71,1835.6,4542.66
2023-05-29,Asia,7160.79,9.61,4050.1
2023-05-29,South America,3222.97,3196.83,4342.1
2023-05-29,Africa,1760.17,32.44,1863.95
2023-05-30,North America,2204.67,3054.84,732.7
2023-05-30,Europe,683.95,719.65,5320.99
2023-05-30,Asia,5339.93,2381.99,3272.32
2023-05-30,South America,8648.63,2166.38,11069.36
2023-05-30,Africa,3111.29,2160.63,519.54
2023-05-31,North America,5521.81,962.26,4038.33
2023-05-31,Europe,299.53,419.88,2279.65
2023-05-31,Asia,1494.3,883.3,1178.42
2023-05-31,South America,2296.37,294.4,1664.45
2023-05-31,Africa,1882.47,3671.38,2856.74
2023-06-01,North America,6229.97,1995.93,1942.27
2023-06-01,Europe,3258.59,678.51,2699.49
2023-06-01,Asia,4930.25,4070.93,9743.49
2023-06-01,South America,3068.99,1466.81,3299.42
2023-06-01,Africa,1193.46,25.97,211.65
2023-06-02,North America,866.85,442.86,2207.89
2023-06-02,Europe,1173.18,1457.76,6378.74
2023-06-02,Asia,1428.74,215,867.13
2023-06-02,South America,4775.69,2743.82,77.7
2023-06-02,Africa,3380.47,584.98,2274.14
2023-06-03,North America,2302.79,5018.2,1767.97
2023-06-03,Europe,3403.94,52.66,11951.96
2023-06-03,Asia,2214.46,870.55,963.53
2023-06-03,South America,4304.03,2195.13,2259.65
2023-06-03,Africa,3930.38,510.72,114.55
2023-06-04,North America,1229.1,2415.15,2023.65
2023-06-04,Europe,1581.6,155.27,738.41
2023-06-04,Asia,2718.58,1346.59,3185.44
2023-06-04,South America,3724.52,681.99,4804.73
2023-06-04,Africa,1984.4,1872.48,1150.35
2023-06-05,North America,7536.69,2541.87,887.8
2023-06-05,Europe,4860.63,2221.39,788.75
2023-06-05,Asia,4405.18,908.09,1818.27
2023-06-05,South America,763.92,3520.07,10900.99
2023-06-05,Africa,913.66,210.06,3509.65
2023-06-06,North America,892.42,537.45,2060.6
2023-06-06,Europe,7794.84,1348.57,3206.11
2023-06-06,Asia,188.23,586.47,4139.38
2023-06-06,South America,7658.13,4606,2192.41
2023-06-06,Africa,1539.57,1172.64,7453.8
2023-06-07,North America,1486.72,154.69,3463.96
2023-06-07,Europe,4872,1116.42,6215.67
2023-06-07,Asia,4623.14,1462.01,4887.67
2023-06-07,South America,373.48,518.87,1159.53
2023-06-07,Africa,4335.67,3119.3,704.46
2023-06-08,North America,2769.03,1316.78,6386.03
2023-06-08,Europe,1511.88,2544.47,4762.22
2023-06-08,Asia,444.39,671.73,20.36
2023-06-08,South America,3475.08,468.11,64.64
2023-06-08,Africa,5871.45,2626.79,1829.65
2023-06-09,North America,3613.05,382.59,3062.3
2023-06-09,Europe,5934.34,595.98,4360.56
2023-06-09,Asia,219.02,819.46,362.35
2023-06-09,South America,842.13,1747.95,2785.08
2023-06-09,Africa,83.13,747.55,903.89
2023-06-10,North America,2730.71,1581.29,5590.73
2023-06-10,Europe,5911.68,2391.42,2008.21
2023-06-10,Asia,3143.06,2441.01,713.19
2023-06-10,South America,1330.84,86.58,6512.26
2023-06-10,Africa,3858,1554.61,1950.69
2023-06-11,North America,8967.79,1104.89,75.77
2023-06-11,Europe,1.77,467.78,8549.37
2023-06-11,Asia,2775.86,1129.18,1406.08
2023-06-11,South America,622.67,1467.38,262.61
2023-06-11,Africa,2167.34,3187.26,4202.09
2023-06-12,North America,882.37,6161.24,8019.1
2023-06-12,Europe,735.18,1225.85,1523.26
2023-06-12,Asia,5409.38,569.59,4876.87
2023-06-12,South America,4756.34,5.36,544.14
2023-06-12,Africa,5437.29,2102.04,2079.36
2023-06-13,North America,6029.17,3649.85,1004.89
2023-06-13,Europe,429.05,332.25,1130.91
2023-06-13,Asia,9130.62,637.8,13428.71
2023-06-13,South America,2018.96,1479,141.62
2023-06-13,Africa,1056.02,1700.69,3210.95
2023-06-14,North America,2965.74,1548.34,5890.07
2023-06-14,Europe,1501.54,4.96,2365.08
2023-06-14,Asia,4377.62,2877.95,1620.87
2023-06-14,South America,4196.38,4505.33,9266.03
2023-06-14,Africa,6713.94,569.4,1091.91
2023-06-15,North America,10311.3,153.39,1494.03
2023-06-15,Europe,3285.03,1569.59,12062.52
2023-06-15,Asia,311.95,1404.83,2584.77
2023-06-15,South America,2939.47,1690.01,783.21
2023-06-15,Africa,1710.28,2695.63,1626.75
2023-06-16,North America,5035.23,55.42,3110.63
2023-06-16,Europe,2500.79,943.12,3699.2
2023-06-16,Asia,1065.28,1905.9,1307.31
2023-06-16,South America,1155.18,851.91,2463.54
2023-06-16,Africa,360.66,983.76,278.63
2023-06-17,North America,3508.6,1725.84,2799.72
2023-06-17,Europe,2920.79,21.56,5413.76
2023-06-17,Asia,4165.62,4843.12,1808.12
2023-06-17,South America,2611.01,488.6,1842.92
2023-06-17,Africa,393.76,53.23,2082.69
2023-06-18,North America,3317.62,895.99,1869.63
2023-06-18,Europe,2033.21,733.32,1404.15
2023-06-18,Asia,286.61,122.04,2268.63
2023-06-18,South America,5867.53,5690.68,9239.04
2023-06-18,Africa,5794.94,443.5,2177.4
2023-06-19,North America,3265.25,1055.15,990.02
2023-06-19,Europe,1797.32,364.04,1196.4
2023-06-19,Asia,897.52,2609.3,853.12
2023-06-19,South America,339.24,612.32,5817.65
2023-06-19,Africa,5416.97,537.21,2663.89
2023-06-20,North America,10957.39,2621.74,266.59
2023-06-20,Europe,45.52,139.54,4574.63
2023-06-20,Asia,2101.15,2518.21,1113.53
2023-06-20,South America,360.84,145.57,2079.49
2023-06-20,Africa,1745.47,1011.06,8121.72
2023-06-21,North America,1083.22,137.6,1310.13
2023-06-21,Europe,698.75,4306.77,1060.89
2023-06-21,Asia,21.66,277.87,3565.25
2023-06-21,South America,5497.36,467.34,3377.04
2023-06-21,Africa,3242.39,244.77,909.96
2023-06-22,North America,3688.95,876.68,3553.7
2023-06-22,Europe,1276.04,2852.82,3507.63
2023-06-22,Asia,2915.02,736.02,1088.96
2023-06-22,South America,3083.35,1513.59,552.1
2023-06-22,Africa,1036.61,489.52,2605.07
2023-06-23,North America,73.55,278.6,48.3
2023-06-23,Europe,1768.24,87.15,2275.72
2023-06-23,Asia,5372,2941.21,1879.64
2023-06-23,South America,2501.53,399.34,1622.13
2023-06-23,Africa,469.9,1736.59,3461.87
2023-06-24,North America,3592.8,2727.29,5813.77
2023-06-24,Europe,2189.98,3198.6,1154.81
2023-06-24,Asia,3500.97,1724,2060.35
2023-06-24,South America,5700.51,1118.16,6734.82
2023-06-24,Africa,2952.72,1810.68,3522.18
2023-06-25,North America,5318.16,1072.78,4570.33
2023-06-25,Europe,2573.9,1793.91,2492.01
2023-06-25,Asia,949.04,504.48,5841.06
2023-06-25,South America,2070.46,558.4,259.43
2023-06-25,Africa,1327.69,972.75,100.96
2023-06-26,North America,3320.95,3311.81,2584.35
2023-06-26,Europe,15.81,1108.97,255.9
2023-06-26,Asia,1862.76,1962.11,3082.15
2023-06-26,South America,50.27,535.36,925.45
2023-06-26,Africa,8203.73,204.57,5583.52
2023-06-27,North America,5301.85,2780.47,627.3
2023-06-27,Europe,2446.4,640.79,6630.71
2023-06-27,Asia,878.15,4946.57,2983.1
2023-06-27,South America,3129.4,186.9,1011
2023-06-27,Africa,7525.01,1472.81,7390.41
2023-06-28,North America,10750.88,552.95,30.85
2023-06-28,Europe,295.48,1912.36,1154.7
2023-06-28,Asia,703.32,3343.27,2941.17
2023-06-28,South America,966.29,2961.51,2078.97
2023-06-28,Africa,4328.17,54.48,9731.85
2023-06-29,North America,160.98,3274.79,744.3
2023-06-29,Europe,4399.22,770.67,859.39
2023-06-29,Asia,483.67,203.23,5340.78
2023-06-29,South America,2477.31,330.83,415.76
2023-06-29,Africa,2797.21,1534.68,2165.5
2023-06-30,North America,5563.86,3518.62,705.54
2023-06-30,Europe,578.89,184.6,94.3
2023-06-30,Asia,3197.17,219.68,2231.7
2023-06-30,South America,1083.87,64.2,8778.32
2023-06-30,Africa,1223.15,710.98,768.53
2023-07-01,North America,2667.28,885.84,2540.67
2023-07-01,Europe,528.31,2337.25,5055.05
2023-07-01,Asia,1669.32,368.95,4291.5
2023-07-01,South America,10601.36,3336.49,1959.18
2023-07-01,Africa,748.51,1816.05,931.36
2023-07-02,North America,2208.09,164.76,1264.02
2023-07-02,Europe,9603.4,3180.69,8862.77
2023-07-02,Asia,1677.76,2651.01,347.87
2023-07-02,South America,1050.29,1964.24,3887.46
2023-07-02,Africa,1232.75,914.93,2925.84
2023-07-03,North America,7771.8,1089.21,1051.92
2023-07-03,Europe,976.09,254.65,2540.17
2023-07-03,Asia,922.78,1648.16,256.36
2023-07-03,South America,2589.66,1368.18,6944.23
2023-07-03,Africa,118.6,1853.54,587.15
2023-07-04,North America,1168.09,2683.55,5980.88
2023-07-04,Europe,8001.38,2121.62,623.57
2023-07-04,Asia,2421.72,2180.15,4872.16
2023-07-04,South America,7605.54,542.81,3850.63
2023-07-04,Africa,145.41,1500.65,5420.96
2023-07-05,North America,3135.19,5364.23,9992.96
2023-07-05,Europe,2760.44,475.13,1627.41
2023-07-05,Asia,549.72,2225.54,1026.23
2023-07-05,South America,444.02,427.82,1697.45
2023-07-05,Africa,9250.29,515.92,2010.29
2023-07-06,North America,4030.41,835.59,3594.95
2023-07-06,Europe,293.38,873.96,1514.37
2023-07-06,Asia,921.72,1806.73,1433.41
2023-07-06,South America,6398.55,165.67,128.88
2023-07-06,Africa,3712.27,2759.24,8279.06
2023-07-07,North America,1479.47,435.58,2102.23
2023-07-07,Europe,996.1,77.12,6946.8
2023-07-07,Asia,4220.28,1536.46,681.97
2023-07-07,South America,2834.57,4440.98,5451.82
2023-07-07,Africa,6368.68,1275.09,214.96
2023-07-08,North America,4101.05,2835.65,3879.61
2023-07-08,Europe,1910.2,1625.75,112.49
2023-07-08,Asia,79.01,1842.73,5147.64
2023-07-08,South America,10272.12,1086.41,6762.09
2023-07-08,Africa,938.84,1329.11,2289.93
2023-07-09,North America,131.05,273.05,1191.1
2023-07-09,Europe,9908.49,3334.89,714.6
2023-07-09,Asia,1759.12,846.71,5203.81
2023-07-09,South America,1279.17,882.03,1704.73
2023-07-09,Africa,41.62,1731.97,3818.67
2023-07-10,North America,2792.66,2521.6,3908.92
2023-07-10,Europe,1010.81,1567.1,636.84
2023-07-10,Asia,6337.16,669.54,753.74
2023-07-10,South America,39.43,713.66,1229.16
2023-07-10,Africa,3802.15,375.14,7893.48
2023-07-11,North America,119.9,52.02,923.92
2023-07-11,Europe,3365.4,2427.94,5186.73
2023-07-11,Asia,8202.53,90.73,2345.05
2023-07-11,South America,118.79,272.72,2907.79
2023-07-11,Africa,291.82,2547.07,776.87
2023-07-12,North America,1118.3,1180.15,113.69
2023-07-12,Europe,6238.32,2624.96,1392.47
2023-07-12,Asia,817.87,1625.86,2355.58
2023-07-12,South America,1474.96,65.04,939.87
2023-07-12,Africa,2212.48,222.16,7024.65
2023-07-13,North America,6496.65,320.88,2490.16
2023-07-13,Europe,481.25,1684.52,12377.27
2023-07-13,Asia,5987.63,4350.02,3951.52
2023-07-13,South America,2432.27,3250.24,1745.81
2023-07-13,Africa,4045.92,595.66,438.98
2023-07-14,North America,1774.07,755.77,5960.25
2023-07-14,Europe,3510.97,1679.5,931.04
2023-07-14,Asia,1186.98,3150.63,2954.93
2023-07-14,South America,9764.47,3473.61,3863.58
2023-07-14,Africa,1159.02,984.52,3875.82
2023-07-15,North America,3431.27,600.98,2539.28
2023-07-15,Europe,2336.18,1177.81,207.45
2023-07-15,Asia,219.58,1213.07,7185.23
2023-07-15,South America,2293.63,4044.98,5359
2023-07-15,Africa,6623.93,769.67,587.98
2023-07-16,North America,2150.04,1306.02,1253.98
2023-07-16,Europe,1038.39,1040.73,210.15
2023-07-16,Asia,1683.84,2137.7,8268.17
2023-07-16,South America,4251.21,691.35,2317.57
2023-07-16,Africa,3150.67,61.48,778.02
2023-07-17,North America,235,1327.77,4007.97
2023-07-17,Europe,1514.84,539.91,235.96
2023-07-17,Asia,442.88,2253.08,4601.3
2023-07-17,South America,7668.16,308.06,2354.35
2023-07-17,Africa,2682.68,3048.6,186.36
2023-07-18,North America,338.13,1957.18,1317.32
2023-07-18,Europe,1142.12,646.36,2079.74
2023-07-18,Asia,325.62,258.57,2238.28
2023-07-18,South America,1850.1,2642.91,3058.46
2023-07-18,Africa,6924.32,571.85,2464.41
2023-07-19,North America,190.01,670.35,2133.81
2023-07-19,Europe,497.1,4324.48,3550.88
2023-07-19,Asia,855.9,250.85,42.95
2023-07-19,South America,2690.71,1068.5,6641.01
2023-07-19,Africa,10110.45,865.71,1163.26
2023-07-20,North America,4847.52,1853.91,590.01
2023-07-20,Europe,628.47,1067.29,1185.89
2023-07-20,Asia,3468.99,3460.1,4969.23
2023-07-20,South America,2277.39,307.13,4429.27
2023-07-20,Africa,1895.59,978.62,3001.26
2023-07-21,North America,6586.56,571.59,1054.1
2023-07-21,Europe,2444.42,2215.88,1405.34
2023-07-21,Asia,406.69,3412.61,7368.99
2023-07-21,South America,496.81,1093.32,4406.54
2023-07-21,Africa,7028.95,1328.71,1177.75
2023-07-22,North America,349.67,2350.88,2613.19
2023-07-22,Europe,620.69,3022.69,3013.26
2023-07-22,Asia,4428.28,2127.8,1294.88
2023-07-22,South America,1062.52,442.07,5365.69
2023-07-22,Africa,7316.36,111.74,1030.53
2023-07-23,North America,2276.84,568.02,3587.91
2023-07-23,Europe,2787.71,2317.39,663.76
2023-07-23,Asia,582.89,1908.78,5581.31
2023-07-23,South America,120.93,1699.89,826.09
2023-07-23,Africa,6027.67,182.23,192.65
2023-07-24,North America,266.36,1029.91,524.4
2023-07-24,Europe,3541.59,51.66,3122.04
2023-07-24,Asia,2672.16,2062.42,4403.14
2023-07-24,South America,2532.35,549.28,175.08
2023-07-24,Africa,1234.33,2389.81,1972.1
2023-07-25,North America,5872.87,864.27,5545.19
2023-07-25,Europe,2130.87,63.35,2707.18
2023-07-25,Asia,682.73,170.52,1962.8
2023-07-25,South America,240.1,2761.66,704.18
2023-07-25,Africa,1745.93,2372.47,436.23
2023-07-26,North America,4774.13,1348.97,4254.37
2023-07-26,Europe,1268.54,675.22,3522.96
2023-07-26,Asia,6909.59,356.16,4815.28
2023-07-26,South America,586.69,2542.82,832.33
2023-07-26,Africa,3254.98,1915.43,2691.14
2023-07-27,North America,3309.1,39.82,1417.31
2023-07-27,Europe,7399.49,299.16,9356.15
2023-07-27,Asia,539.78,1815.6,1051.74
2023-07-27,South America,7.21,2719.01,1042.81
2023-07-27,Africa,3281.39,1449.33,654.09
2023-07-28,North America,1133.38,435.52,901.97
2023-07-28,Europe,5882.32,1181.5,2172.74
2023-07-28,Asia,232.1,498.14,1223.7
2023-07-28,South America,4680.44,3533.75,7333.45
2023-07-28,Africa,3437.55,1693.28,3212.32
2023-07-29,North America,1216.29,1786.51,6639.01
2023-07-29,Europe,4516.11,519.14,152.74
2023-07-29,Asia,4642.63,2455.15,5033.71
2023-07-29,South America,503.25,2839.72,3426.63
2023-07-29,Africa,8088.43,3597.97,4905.28
2023-07-30,North America,5725.23,4679.74,12281.55
2023-07-30,Europe,2221.17,163.54,806.65
2023-07-30,Asia,2305.8,1816.11,1452.35
2023-07-30,South America,3224.76,1780.84,2604.76
2023-07-30,Africa,6426.43,715.44,1326.56
2023-07-31,North America,5252.78,835.67,3870.24
2023-07-31,Europe,881.42,96.99,1513.6
2023-07-31,Asia,3767.34,1332.51,10.19
2023-07-31,South America,578.11,1549.54,4682.02
2023-07-31,Africa,1689.32,1443.42,1429.38
2023-08-01,North America,5961.38,429.51,2389.55
2023-08-01,Europe,35.33,313.85,1466.03
2023-08-01,Asia,5467.35,3993.01,1964.08
2023-08-01,South America,4670.13,3875.67,8174.46
2023-08-01,Africa,496.59,988.26,1202.6
2023-08-02,North America,1175.76,1118.35,3312.45
2023-08-02,Europe,292.54,2786.26,5428.55
2023-08-02,Asia,3067.1,1792.58,305.4
2023-08-02,South America,3351.11,343.65,2409.03
2023-08-02,Africa,4746.71,140.33,1697.55
2023-08-03,North America,1625.32,73.99,5683.55
2023-08-03,Europe,2775.08,985.92,3239.01
2023-08-03,Asia,5178.47,860.68,241.44
2023-08-03,South America,273.57,1957.19,120.34
2023-08-03,Africa,354.07,2058.07,708.31
2023-08-04,North America,7424.72,104.91,43.63
2023-08-04,Europe,2543.89,5141.43,1550.22
2023-08-04,Asia,7081.62,431.35,3025.8
2023-08-04,South America,0.66,677.58,4846.01
2023-08-04,Africa,532.9,1241.74,7452.9
2023-08-05,North America,1015.08,64.18,4557.32
2023-08-05,Europe,1120.08,2051.88,4493.78
2023-08-05,Asia,3964.61,350.96,747.1
2023-08-05,South America,1575.2,4092.52,895.39
2023-08-05,Africa,5525.2,465.9,3083.76
2023-08-06,North America,2986.29,1399.33,4320.97
2023-08-06,Europe,374.39,666.58,1120.07
2023-08-06,Asia,3308.01,2725.78,4157.05
2023-08-06,South America,2859.28,1243.03,3170.55
2023-08-06,Africa,4306.67,717.31,612.16
2023-08-07,North America,5897.64,2007.17,677.98
2023-08-07,Europe,350.62,1311.72,5028.23
2023-08-07,Asia,5550.69,689.44,4101.88
2023-08-07,South America,819.4,363.94,5466.14
2023-08-07,Africa,3264.82,2223.97,1332.49
2023-08-08,North America,12678.27,1350.02,731.85
2023-08-08,Europe,817.36,1555.03,1683.37
2023-08-08,Asia,1332.02,529.37,1348.49
2023-08-08,South America,3128.46,4457.99,1366.91
2023-08-08,Africa,354.37,1982.3,14334.16
2023-08-09,North America,1664.1,3896.22,924.6
2023-08-09,Europe,397.86,1976.61,1930.3
2023-08-09,Asia,3198.6,71.27,395.84
2023-08-09,South America,4203.21,1301.76,150.7
2023-08-09,Africa,6826.05,76.08,11968.53
2023-08-10,North America,9936.58,34.32,4401.18
2023-08-10,Europe,2227.95,4753.74,1747.76
2023-08-10,Asia,3825.7,112.44,566.23
2023-08-10,South America,239.79,677.37,12042.12
2023-08-10,Africa,2496.49,2061.1,1743.81
2023-08-11,North America,6199.28,911.67,5671.73
2023-08-11,Europe,2726.01,476.35,565.53
2023-08-11,Asia,1428.58,890.07,2364.45
2023-08-11,South America,284.04,2892.27,2194.22
2023-08-11,Africa,2097.51,76.49,1079.49
2023-08-12,North America,8475.91,1987.23,4048.58
2023-08-12,Europe,259.27,636.97,388.35
2023-08-12,Asia,2556.23,184.11,56.4
2023-08-12,South America,1876.75,4560.31,7676.49
2023-08-12,Africa,4812.31,43.21,5058.49
2023-08-13,North America,558.5,852.26,2649.91
2023-08-13,Europe,639.94,1253.67,3802.09
2023-08-13,Asia,4290.08,301.76,350.74
2023-08-13,South America,3882.83,3652.06,172.09
2023-08-13,Africa,2485.01,835.28,4122.24
2023-08-14,North America,8.82,799.7,1923.93
2023-08-14,Europe,3734.49,3757.95,1689.15
2023-08-14,Asia,8438.75,4058.24,5057.59
2023-08-14,South America,2124.12,1957.75,6131.87
2023-08-14,Africa,5221.74,127.2,4121.99
2023-08-15,North America,7672.11,2690.63,852.71
2023-08-15,Europe,6235.53,674.12,3870.73
2023-08-15,Asia,2341.2,403.3,112.79
2023-08-15,South America,449.12,4270.66,873.18
